Date,Microsoft,Glasses,Phone,Office 10,Band,Hologram,Surface,Office,Silverlight,Outlook,Powerpoint,Office Product Key,Excel,Skype,Windows,Price
1/29/15,84,32,89,92,24,19,67,92,71,99,83,70,95,81,68,42.380001
1/30/15,76,19,80,83,28,15,65,87,82,100,70,62,85,75,64,43.09
1/31/15,66,30,82,84,22,13,63,81,95,64,74,73,55,85,64,43.869999
2/1/15,66,23,77,87,24,10,63,87,92,55,82,77,63,96,62,43.580002
2/2/15,81,21,78,88,25,11,74,93,79,95,76,76,90,78,62,43.529999
2/3/15,82,30,88,90,27,7,63,96,84,96,83,80,97,82,65,43.5
2/4/15,82,17,80,89,24,6,66,94,69,93,85,75,88,82,67,43.860001
2/5/15,80,15,83,87,26,8,60,92,78,99,87,76,93,67,67,44.150002
2/6/15,76,17,78,85,21,7,63,87,71,85,74,68,84,73,66,44.09
2/7/15,63,21,87,86,25,3,60,81,95,51,66,72,54,94,60,43.990002
2/8/15,65,20,80,96,20,7,60,88,95,49,88,81,61,94,63,44.060001
2/9/15,78,9,78,90,23,5,68,94,78,86,83,77,89,67,61,43.849998
2/10/15,80,13,70,90,24,3,57,96,80,88,92,90,86,73,62,43.880001
2/11/15,81,11,86,93,25,5,57,95,67,92,89,84,88,77,66,43.279999
2/12/15,79,11,85,84,22,4,56,90,76,91,83,78,93,75,68,43.060001
2/13/15,74,19,84,82,20,5,55,84,64,85,75,62,77,75,61,43.110001
2/14/15,59,16,85,78,20,2,52,73,81,50,63,72,46,71,59,42.360001
2/15/15,64,14,88,83,23,4,57,81,80,50,68,77,54,97,62,42.849998
2/16/15,77,8,90,98,22,3,60,91,69,85,80,100,83,78,62,42.029999
2/17/15,79,16,84,89,26,3,63,95,74,95,89,85,87,71,65,41.98
2/18/15,78,14,91,82,24,3,57,91,67,85,79,78,90,64,63,41.02
2/19/15,77,10,88,81,20,3,58,86,67,85,86,77,85,76,62,41.380001
2/20/15,73,12,91,72,22,2,57,82,68,80,70,76,77,72,63,41.560001
2/21/15,65,19,86,82,21,3,52,80,77,49,75,74,51,87,63,41.700001
2/22/15,63,13,74,88,23,3,55,84,84,47,87,93,60,78,60,42.5
2/23/15,77,16,81,86,35,2,53,92,64,87,89,79,86,84,62,42.290001
2/24/15,81,4,78,89,61,2,55,94,91,91,93,80,90,77,64,42.880001
2/25/15,79,10,79,92,48,2,54,95,66,93,99,80,94,78,61,42.860001
2/26/15,79,6,80,83,38,3,57,93,61,95,96,69,87,86,64,42.900002
2/27/15,72,12,76,77,25,1,57,79,60,77,75,68,78,66,59,41.459999
2/28/15,62,4,99,89,26,2,52,80,74,50,78,83,57,79,59,41.209999
3/1/15,64,6,84,89,29,2,55,89,74,49,92,87,58,80,58,40.970001
3/2/15,79,9,93,95,26,3,52,92,57,90,92,77,88,73,63,40.959999
3/3/15,81,13,97,89,26,2,54,97,71,91,95,83,92,69,62,40.66
3/4/15,80,9,83,90,30,2,53,93,68,88,100,74,99,82,62,40.720001
3/5/15,79,13,83,88,23,2,60,94,60,87,98,63,98,81,59,40.290001
3/6/15,74,13,93,82,22,1,53,87,71,81,74,59,81,68,58,41.549999
3/7/15,63,7,99,87,31,2,51,81,73,51,78,72,56,81,58,41.529999
3/8/15,64,9,93,93,27,2,47,82,63,50,92,76,55,70,57,41.419998
3/9/15,78,9,90,91,49,2,57,95,56,90,98,74,92,69,62,41.48
3/10/15,80,7,99,95,72,2,54,93,60,95,99,83,91,71,62,41.720001
3/11/15,80,10,94,98,48,2,54,95,62,88,100,82,95,77,64,41.759998
3/12/15,80,12,94,92,42,2,57,91,64,91,94,79,91,74,67,41.650002
3/13/15,75,8,91,83,38,2,58,83,64,81,71,75,90,70,64,42.259998
3/14/15,64,9,90,80,28,2,49,78,82,49,76,70,57,66,60,42.16
3/15/15,64,6,85,95,29,1,47,86,61,47,96,75,58,73,60,41.619999
3/16/15,79,9,79,91,29,3,50,92,68,90,87,74,84,88,62,42.91
3/17/15,80,15,88,94,95,2,51,91,59,86,96,84,92,80,62,42.639999
3/18/15,81,6,90,91,100,3,52,93,59,89,94,81,94,75,67,42.990002
3/19/15,79,16,86,88,53,1,48,87,72,90,85,73,89,71,66,43.34
3/20/15,72,9,84,81,53,2,46,82,66,83,69,69,82,65,61,47.869999
3/21/15,63,5,99,82,48,2,45,74,65,50,69,68,55,95,63,48.029999
3/22/15,63,8,89,86,47,1,44,80,82,46,83,73,58,82,60,49.16
3/23/15,77,11,85,92,41,1,51,90,61,88,91,87,86,64,62,49.060001
3/24/15,78,7,89,95,37,1,50,90,72,87,91,65,89,77,62,48.639999
3/25/15,80,7,80,95,42,2,52,93,65,80,94,91,95,71,61,48.66
3/26/15,76,9,84,82,29,1,51,84,67,86,76,82,80,57,60,48.240002
3/27/15,71,7,89,79,36,3,48,77,59,83,64,71,77,73,59,47.599998
3/28/15,61,9,91,84,44,1,41,72,62,48,71,66,58,68,59,46.279999
3/29/15,61,5,79,81,46,1,41,77,82,49,78,68,53,67,54,46.700001
3/30/15,74,4,89,83,36,2,51,86,72,86,73,65,80,72,60,47.75
3/31/15,77,9,88,82,33,1,100,82,82,91,80,71,83,72,61,47.369999
1/1/16,67,64,95,67,100,37,75,61,64,40,35,67,34,67,89,47.349998
1/2/16,73,28,100,78,67,64,79,71,65,46,43,85,45,69,96,47.630001
1/3/16,75,55,82,89,68,31,82,80,68,49,57,94,46,54,94,48.720001
1/4/16,94,31,94,100,65,40,94,97,65,100,57,90,76,95,94,48.299999
1/5/16,98,31,97,99,67,27,95,95,63,93,71,90,91,98,98,54.799999
1/6/16,97,48,94,97,58,27,96,95,71,94,77,86,90,88,98,55.049999
1/7/16,97,31,95,98,62,27,96,94,69,88,84,81,90,89,96,54.049999
1/8/16,91,24,88,87,54,37,88,86,59,81,74,72,79,99,97,52.169998
1/9/16,78,27,91,89,54,0,84,79,57,53,65,94,52,78,96,52.330002
1/10/16,76,35,92,93,46,60,87,84,69,52,76,76,53,89,91,52.299999
1/11/16,94,45,85,90,42,26,86,97,58,88,86,93,92,89,91,52.779999
1/12/16,99,53,85,98,44,39,82,99,61,86,89,96,100,89,98,51.639999
1/13/16,99,31,83,97,39,26,88,99,93,94,90,88,97,92,100,53.110001
1/14/16,95,54,83,90,44,26,83,95,85,87,82,82,91,94,96,50.990002
1/15/16,89,24,86,88,56,27,83,84,72,82,77,83,83,83,91,50.560001
1/16/16,76,71,93,85,58,46,81,77,77,46,67,81,53,72,91,50.790001
1/17/16,77,0,83,86,53,30,89,85,87,44,74,85,57,92,93,50.48
1/18/16,94,15,92,95,46,0,84,98,72,85,69,94,89,94,93,52.290001
1/19/16,100,46,84,97,41,0,84,100,78,81,91,86,99,99,99,51.790001
1/20/16,97,38,80,98,48,26,85,100,63,89,91,85,98,82,95,52.169998
1/21/16,97,15,85,98,46,40,91,94,97,86,87,99,95,95,91,51.220001
1/22/16,91,40,87,85,46,27,86,86,96,85,71,82,83,100,91,52.060001
1/23/16,75,70,82,81,44,30,79,78,100,49,64,80,53,76,90,55.09
1/24/16,77,35,82,90,39,30,90,82,97,48,67,94,61,82,87,54.709999
1/25/16,93,15,79,92,40,0,100,91,85,83,76,93,88,91,88,53
1/26/16,96,38,82,89,35,26,86,96,80,84,88,74,93,85,90,52.16
1/27/16,97,23,81,94,36,26,91,95,80,90,86,75,96,81,93,52
1/28/16,96,38,90,97,35,35,83,93,75,88,76,82,95,93,90,50.16
1/29/16,91,39,87,82,34,54,88,82,77,79,69,84,84,98,92,49.41
1/30/16,75,44,88,80,32,31,82,78,72,47,55,78,61,84,90,49.279999
1/31/16,77,34,81,83,35,29,73,81,87,48,71,85,61,70,87,49.709999
2/1/16,94,29,82,92,39,25,82,92,85,89,89,94,95,76,88,49.689999
2/2/16,98,29,79,89,36,75,74,93,69,89,89,79,96,86,89,50.5
2/3/16,96,29,84,85,45,25,85,91,76,88,80,75,96,94,91,51.09
2/4/16,94,45,83,86,45,26,81,89,65,88,79,100,90,92,92,52.419998
2/5/16,88,46,81,78,35,26,77,81,65,76,66,77,78,69,87,52.189999
2/6/16,72,17,81,82,36,0,69,72,75,49,65,84,53,67,85,51.82
2/7/16,71,26,73,81,35,0,68,74,86,46,70,74,53,78,87,52.650002
2/8/16,89,23,79,80,37,52,77,87,74,78,78,85,79,74,84,51.18
2/9/16,94,45,80,84,38,26,76,90,78,87,86,77,86,81,88,51.360001
2/10/16,94,30,76,85,38,25,80,89,72,81,92,81,88,77,89,52.099998
2/11/16,93,30,80,84,36,39,81,91,71,85,80,83,86,90,89,51.299999
2/12/16,87,61,79,82,33,40,76,82,75,74,72,88,77,89,85,50.880001
2/13/16,72,17,80,79,35,29,68,72,75,48,61,78,55,58,85,52.580002
2/14/16,69,25,76,81,44,29,64,71,74,44,69,73,48,57,80,52.950001
2/15/16,90,30,90,89,30,39,82,90,73,79,81,81,84,85,88,52.349998
2/16/16,92,44,85,88,39,0,83,90,56,86,95,79,91,90,90,52.029999
2/17/16,95,22,77,99,34,50,79,91,67,79,81,76,95,89,87,51.029999
2/18/16,93,29,79,86,33,42,91,87,63,82,84,80,91,91,84,51.650002
2/19/16,87,38,87,87,33,44,82,81,70,83,73,59,82,85,84,52.84
2/20/16,73,17,79,81,33,29,74,73,61,48,65,79,56,94,85,52.049999
2/21/16,75,0,83,89,38,29,75,79,69,46,82,86,58,71,82,53.07
2/22/16,94,65,82,88,31,50,86,91,68,86,88,84,89,79,86,53.169998
2/23/16,96,36,84,93,28,50,82,91,81,83,100,79,89,82,87,53.59
2/24/16,95,44,76,91,31,42,79,91,68,83,98,88,94,78,88,54.349998
2/25/16,94,15,73,91,27,25,83,89,53,87,99,72,88,74,87,54.66
2/26/16,87,30,78,80,36,26,79,80,59,76,73,66,80,83,83,53.490002
2/27/16,71,34,90,84,33,0,75,74,73,45,61,73,56,80,81,53.860001
2/28/16,74,33,76,89,33,43,74,79,67,48,84,82,62,66,82,54.07
2/29/16,90,35,73,89,39,24,72,90,66,83,89,85,91,67,79,53.970001
3/1/16,93,57,78,92,41,37,78,93,57,83,93,83,100,80,84,54.209999
3/2/16,93,29,80,89,38,66,76,90,61,84,96,82,95,84,84,53.540001
3/3/16,93,22,83,84,28,25,73,87,50,85,90,68,98,86,83,54.709999
3/4/16,86,30,76,82,31,26,69,80,63,79,73,69,84,87,82,55.049999
3/5/16,72,33,78,82,29,57,72,72,65,48,62,79,54,67,82,55.23
3/6/16,71,16,74,84,34,28,65,78,54,45,84,84,55,66,81,55.57
3/7/16,91,43,74,90,34,33,77,89,63,82,90,76,88,92,85,55.43
3/8/16,90,43,75,89,30,37,73,88,65,80,81,72,89,80,83,54.560001
3/9/16,91,14,70,90,28,0,79,89,63,82,87,77,82,95,86,55.119999
3/10/16,93,22,73,88,33,49,75,89,55,79,85,68,86,84,88,54.459999
3/11/16,87,45,78,80,42,39,73,81,58,74,72,70,81,94,85,54.419998
3/12/16,72,42,74,85,38,0,72,72,64,45,66,70,52,66,82,54.310001
3/13/16,73,33,73,88,43,38,69,78,62,43,87,84,59,61,79,54.650002
3/14/16,91,57,73,86,36,25,75,88,45,82,91,74,85,92,84,55.349998
3/15/16,92,22,78,86,40,25,70,87,57,83,96,70,88,78,85,55.360001
3/16/16,92,0,72,85,33,25,67,87,68,79,94,77,85,77,84,55.650002
3/17/16,89,22,77,89,33,0,72,84,57,82,84,70,90,81,83,56.459999
3/18/16,83,30,88,80,37,26,67,76,57,74,70,68,81,81,83,56.389999
3/19/16,69,33,80,82,35,29,71,68,62,44,62,73,53,61,80,55.59
3/20/16,70,41,76,80,32,57,64,71,61,39,75,75,50,58,81,55.779999
3/21/16,89,58,81,79,35,25,79,81,51,76,75,74,82,87,86,51.779999
3/22/16,88,29,78,82,33,37,80,82,53,81,79,66,85,85,83,52.110001
3/23/16,88,45,79,82,34,26,74,82,63,83,80,71,84,77,83,51.439999
3/24/16,88,100,82,80,38,27,83,76,54,75,59,70,75,78,80,50.939999
3/25/16,85,33,82,74,31,28,77,69,61,60,57,68,57,64,81,49.900002
3/26/16,71,35,87,68,37,80,72,66,64,40,59,78,51,59,77,49.869999
3/27/16,70,44,75,78,39,91,71,64,66,39,64,64,47,67,82,50.610001
3/28/16,85,61,78,84,39,78,80,83,55,68,70,69,74,72,81,49.779999
3/29/16,93,22,85,91,36,58,75,85,71,80,78,86,83,86,86,49.869999
3/30/16,96,36,73,85,34,100,74,86,64,80,81,74,85,85,87,49.939999
3/31/16,93,58,81,85,34,75,75,82,51,80,79,67,83,81,88,50.389999
1/1/17,56,56,77,62,84,33,76,56,57,34,46,59,32,82,80,50.07
1/2/17,73,70,91,84,100,0,85,81,65,52,51,82,55,87,93,51.02
1/3/17,85,52,100,89,54,51,86,91,64,73,51,98,72,94,98,51.049999
1/4/17,87,66,93,94,78,26,84,96,71,73,60,93,83,95,99,51.509998
1/5/17,86,30,88,92,85,26,81,93,65,71,68,88,83,97,97,51.080002
1/6/17,81,38,89,90,69,27,81,83,53,65,61,76,70,97,94,62.580002
1/7/17,68,37,88,73,81,0,71,74,55,43,62,95,48,100,95,62.299999
1/8/17,67,62,82,86,80,29,85,80,66,39,60,93,54,89,95,62.299999
1/9/17,87,50,87,90,80,25,82,95,55,72,71,89,82,89,94,62.84
1/10/17,91,65,82,89,79,0,88,96,58,75,77,90,94,54,97,62.639999
1/11/17,90,75,83,90,70,0,85,97,51,75,77,88,98,45,100,62.619999
1/12/17,90,29,86,86,55,0,82,93,51,70,73,74,91,50,100,63.189999
1/13/17,82,74,81,87,72,26,73,87,60,69,65,68,80,46,94,62.610001
1/14/17,66,50,74,87,76,0,71,75,56,39,57,79,51,35,92,62.700001
1/15/17,67,41,73,94,84,0,80,79,63,39,68,84,57,41,88,62.529999
1/16/17,83,64,86,96,73,25,75,93,56,68,78,92,86,41,94,62.5
1/17/17,92,86,86,95,69,0,84,100,65,74,87,92,97,42,98,62.299999
1/18/17,89,75,91,100,82,0,82,97,52,76,87,89,100,41,95,62.740002
1/19/17,88,29,84,89,66,0,81,92,54,72,84,75,91,46,91,62.959999
1/20/17,81,22,81,79,67,0,74,84,53,63,69,67,77,46,89,63.52
1/21/17,66,33,86,86,60,0,67,75,65,43,64,92,58,35,89,63.68
1/22/17,67,65,74,87,75,28,77,80,53,35,65,77,57,35,87,64.269997
1/23/17,89,43,74,93,68,25,82,95,53,75,80,86,89,43,90,65.779999
1/24/17,90,57,73,88,80,25,85,95,53,76,83,78,96,41,94,65.129997
1/25/17,89,57,86,90,82,25,82,93,50,74,77,75,90,44,92,64.650002
1/26/17,87,44,80,85,83,51,84,90,44,63,74,77,90,39,91,63.580002
1/27/17,83,66,80,78,53,26,82,81,52,65,71,71,75,38,89,63.169998
1/28/17,65,58,80,80,75,0,69,76,52,39,52,77,50,31,88,63.68
1/29/17,66,33,79,87,52,58,76,77,66,39,65,89,58,36,86,63.639999
1/30/17,87,57,71,86,70,25,75,93,60,73,72,78,93,37,91,63.43
1/31/17,90,43,80,87,70,25,87,94,55,74,79,74,93,43,91,63.34
2/1/17,90,57,77,88,62,25,99,92,52,72,80,76,93,45,89,64.059998
2/2/17,88,43,83,85,66,100,100,90,54,73,79,83,93,40,93,64
2/3/17,82,30,74,85,66,26,83,83,49,69,73,83,83,42,89,64.720001
2/4/17,65,37,76,75,73,29,79,72,59,40,52,77,53,31,86,64.57
2/5/17,65,24,85,93,49,0,74,78,57,38,64,85,53,34,86,64.529999
2/6/17,86,42,89,95,78,24,76,94,49,73,76,83,84,44,91,64.519997
2/7/17,90,49,73,93,59,25,83,97,48,74,81,86,97,41,92,64.620003
2/8/17,89,21,80,97,60,0,82,95,53,70,95,80,96,43,92,64.489998
2/9/17,88,57,76,89,75,37,79,91,53,71,89,84,87,49,92,64.360001
2/10/17,80,59,73,81,65,52,73,83,47,65,65,79,80,34,89,64.620003
2/11/17,64,62,72,85,64,0,63,70,56,41,61,86,54,33,88,64.620003
2/12/17,65,57,73,86,55,28,66,80,47,36,82,87,57,33,86,64.230003
2/13/17,85,28,67,87,52,24,65,89,55,70,80,86,84,42,88,63.98
2/14/17,85,21,83,86,61,25,75,88,55,68,76,82,80,44,85,64.940002
2/15/17,88,43,79,92,50,0,77,90,56,71,86,90,88,40,91,64.010002
2/16/17,88,65,74,86,52,25,76,91,49,70,79,72,92,44,90,64.25
2/17/17,82,52,80,84,51,0,75,84,46,66,73,80,77,35,88,64.269997
2/18/17,65,37,74,85,43,0,71,71,57,39,65,80,55,29,85,64.400002
2/19/17,65,33,74,87,71,29,70,77,54,37,71,82,55,35,84,64.989998
2/20/17,84,57,81,94,59,0,73,90,56,64,83,79,83,38,91,64.730003
2/21/17,88,42,79,94,56,25,78,94,50,67,89,79,88,45,88,64.93
2/22/17,88,64,72,95,59,25,77,92,55,70,89,85,96,43,90,64.709999
2/23/17,85,43,74,83,51,25,76,88,47,70,86,69,85,40,90,64.410004
2/24/17,80,45,83,82,51,26,83,83,53,64,73,81,80,37,90,64.75
2/25/17,65,100,69,84,53,0,70,72,44,38,66,89,57,32,83,64.639999
2/26/17,66,49,73,86,56,0,70,79,51,35,73,85,53,29,84,64.870003
2/27/17,86,43,82,88,74,25,75,90,50,71,81,93,83,43,89,64.93
2/28/17,89,43,77,91,65,25,83,92,62,69,83,91,91,38,90,64.209999
3/1/17,88,42,82,87,63,0,72,90,55,69,93,83,87,42,90,65.029999
3/2/17,88,42,75,92,43,24,75,92,45,68,91,87,92,48,91,64.870003
3/3/17,81,37,70,79,59,26,71,82,44,63,80,80,80,51,86,64.980003
3/4/17,63,24,72,85,53,28,63,72,47,38,79,82,56,42,84,65.099998
3/5/17,65,36,73,86,50,0,65,78,54,35,80,91,57,46,85,65.290001
3/6/17,85,28,65,92,54,48,78,96,48,72,81,94,94,55,87,65.470001
3/7/17,98,42,82,90,48,0,76,96,57,98,88,82,92,91,94,65.709999
3/8/17,88,49,78,95,58,48,73,91,66,70,91,90,100,53,90,65.860001
3/9/17,87,28,69,86,58,50,82,89,72,68,85,81,93,57,91,65.550003
3/10/17,80,36,62,80,39,25,71,80,57,63,71,84,82,47,85,65.730003
3/11/17,63,24,69,80,50,0,72,73,62,38,62,88,55,40,83,65.559998
3/12/17,64,32,65,85,55,0,65,77,71,35,79,89,51,37,81,65.730003
3/13/17,84,42,70,87,69,49,69,90,58,68,77,98,86,44,81,65.68
3/14/17,88,35,71,90,43,24,72,94,66,67,81,84,91,43,88,65.529999
3/15/17,88,35,69,91,54,0,72,91,94,69,89,82,94,43,93,65.480003
3/16/17,85,63,69,86,53,24,74,89,89,67,78,86,89,40,92,65.230003
3/17/17,79,44,69,90,55,26,69,82,91,62,66,71,78,39,87,64.949997
3/18/17,63,24,65,79,49,28,62,71,100,37,70,80,56,28,83,65.480003
3/19/17,64,24,68,86,71,28,69,75,97,36,73,100,52,35,84,65.389999
3/20/17,86,28,71,85,40,24,75,92,85,66,83,89,80,45,92,65.040001
3/21/17,100,28,92,89,47,0,80,96,90,100,100,84,98,66,94,65.5
3/22/17,91,42,78,92,39,24,80,93,74,73,86,92,100,47,94,66.400002
3/23/17,87,36,71,85,48,0,83,89,71,69,82,74,89,38,90,67.529999
3/24/17,80,59,70,82,53,0,76,80,70,66,70,74,81,44,88,67.919998
3/25/17,61,25,64,81,58,44,67,67,59,33,63,79,54,34,80,67.830002
3/26/17,63,33,61,88,64,29,68,76,65,33,72,90,53,38,81,68.269997
3/27/17,83,21,76,81,44,24,72,88,76,69,82,79,79,43,86,68.459999
3/28/17,87,42,72,90,39,25,78,91,62,71,83,90,82,40,92,69.410004
3/29/17,86,50,75,86,51,25,73,90,64,69,80,91,89,45,87,69.300003
3/30/17,85,65,84,81,50,25,80,87,63,65,72,77,82,44,90,69.080002
3/31/17,81,52,90,78,53,26,75,79,68,64,58,65,75,34,87,68.809998